pmid	pmcid	sentence
33520590	7823180	As can be observed, the chosen datasets contain different sizes of features and samples.
33520590	7823180	Description of datasets
33520590	7823180	To maintain the class distribution as much as possible, all datasets were divided into two subsets using stratified sampling, where 66% was allocated to the training set and the remaining 34% was assigned to the testing set.
33520590	7823180	Besides, all datasets were standardized at the interval [− 1.1] using the min–max normalization to reduce the impact of attributes with different scales [2, 10].
33520590	7823180	The structure of MLP for each dataset has been shown in Table 3.
33520590	7823180	Iris dataset has 4 features and 3 classes, so we used an FNN with a 4-9-3 structure to find the best optimal values for weights and biases parameters of MLP.
33520590	7823180	Table 4 displays the experimental results for the proposed BHA-MLP, BHACRW-MLP, and other MHAs-based trainers on the iris dataset.
33520590	7823180	Experimental results for the iris dataset
33520590	7823180	Convergence curve of BHA-MLP and BHACRW-MLP a and box plot chart b for the iris dataset
33520590	7823180	The wine dataset has 13 features and 3 categories, so we used a 13-27-3 FNN model to find the best weight and bias values for MLP.
33520590	7823180	Table 5 shows the results of MHAs-based MLP networks in the wine dataset.
33520590	7823180	In this dataset, MVO shows superior performance compared to other nature-inspired algorithms.
33520590	7823180	Experimental result for wine dataset
33520590	7823180	For the wine dataset, the results of simple BHA is better than BHACRW.
33520590	7823180	Convergence curve of BHA-MLP and BHACRW-MLP a and box plot chart b for the wine dataset
33520590	7823180	The blood dataset includes four features and two categories, so we employed the 4-9-3 FNN model to find the best weight and bias for MLP.
33520590	7823180	Table 6 displays the blood dataset test results.
33520590	7823180	In this dataset, the BHACRW has the highest accuracy and the lowest MSE compared to all nature-inspired algorithms.
33520590	7823180	Experimental result for blood dataset
33520590	7823180	Convergence curve of BHA-MLP and BHACRW-MLP a and box plot chart b for the blood dataset
33520590	7823180	The liver disorder dataset has 6 attributes and 2 classes, thus we utilized a 6-13-2 FNN model to find the best MLP weight and bias.
33520590	7823180	Convergence curve of BHA-MLP and BHACRW-MLP a and box plot chart b for the Liver Disorder dataset
33520590	7823180	Experimental result for liver disorders dataset
33520590	7823180	We used a 7-15-3 FNN model to figure out the best weight and bias values for MLP as the seeds dataset has 13 features and 3 categories.
33520590	7823180	The findings of the evaluation of the seeds dataset are reported in Table 8.
33520590	7823180	Experimental result for seeds dataset
33520590	7823180	Convergence curve of BHA-MLP and BHACRW-MLP a and box plot chart b for seeds dataset
33520590	7823180	The Statlog dataset consists of thirteen features and two categories, so we used the 13-27-2 FNN model to determine the best weight and bias for MLP.
33520590	7823180	The results of the assessment for the Statlog (heart) dataset are shown in Table 9.
33520590	7823180	Experimental result for the Statlog (Heart) dataset
33520590	7823180	Convergence curve of BHA-MLP and BHACRW-MLP a and box plot chart b for Statlog (Heart) dataset
33520590	7823180	The balance scale dataset is composed of four features and three categories, so the 4-9-3 FNN model is used to specify the best weight and bias for MLP.
33520590	7823180	The results of identifying equilibrium scale tips for the balance scale dataset are shown in Table 10.
33520590	7823180	Experimental result for balance scale dataset
33520590	7823180	Convergence curve of BHA-MLP and BHACRW-MLP a and box plot chart b for the balance scale dataset
33520590	7823180	In particular, due to the limited number of comparative approaches, the nonparametric Friedman test was used to assign average accuracy value rankings to each of the ten algorithms on seven classification datasets, which is shown in Table 11.
33520590	7823180	Average rankings of accuracy values among 10 algorithms on seven classification datasets using Friedman test
33520590	7823180	The GSE149273 is a sequence read archive (SRA) dataset that was downloaded from the gene expression omnibus database (GEO) and composed of 4056 common genes and three categories (RVA, RVC, Control).
33520590	7823180	For this dataset, the population size and number of iterations were considered as 50 and 100.
33520590	7823180	The performance of different classifiers including K-nearest neighbor (KNN), Naïve Bayes (NB), support vector machine (SVM), backpropagation (BP)-MLP, Bayesian neural network (BNN), decision tree (C4.5), random forest (RF), BHA-MLP, and BHACRW-MLP for the GSE149273 (ACE2 gene) dataset are shown in Table 13.
33520590	7823180	Mean classification accuracy of proposed MLP approaches and other algorithms for GSE149273 (COVID-19) dataset
33520590	7823180	Convergence curve of BHA-MLP and BHACRW-MLP for the COVID-19-GSE149273 dataset
33520590	7823180	The results of the experiments over several test functions, various benchmark classification datasets, and a real COVID-19 related gene expression dataset allow us to draw some significant conclusions.
33520590	7823180	Second, in neural network training, the proposed BHACRW algorithm provides high average classification accuracy and superior local avoidance in benchmark iris, wine, blood, seeds, and Statlog datasets.
33520590	7823180	For dataset wine, BHA, and BHACRW’s average classification accuracy are 99.16% which means that there is only one case that cannot be properly classified in the testing dataset.
33520590	7823180	It is noteworthy that while MVO has the highest accuracy in the liver disorders, and balance scale datasets, BHA exhibits comparable results.
33520590	7823180	Third, based on the average of MSE, BHACRW is the most successful approach among the comparable trainers in three datasets: Balance, liver disorders, and blood.
33520590	7823180	While MVO and SOS acquired the minimum average MSE regarding the Statlog (heart) and seeds datasets, BHACRW was the second best method, with very close results to MVO and SOS.
33520590	7823180	In the case of the remaining datasets, BHA and BHACRW demonstrate very competitive performance compared to MVO, SOS, and WOA approaches.
33520590	7823180	In regard to box plot compactness and standard deviation, we have observed that the proposed approaches especially BHACRW perform well in most datasets, demonstrating their robustness and consistency as compared with other algorithms.
33520590	7823180	Fourth, by considering the convergence curves and lowest error values, the proposed approaches have the fastest convergence speed for training all the given datasets and they can reach the lowest MSE in the middle of iterations.
33520590	7823180	From these figures, it is concluded that the proposed methods show well results as compared with different state-of-the-art methods for test benchmark classification datasets.
33520590	7823180	MSE performance graphs for each dataset using different methods
33520590	7823180	Accuracy performance graphs for each dataset using different methods
33520590	7823180	Lastly, the application of BHACRW-MLP on the real ACE2 gene expression dataset prove that the suggested approach is exceedingly effectual in solving real and complex classification problems.
33520590	7823180	The outcomes achieved are at the least, perceptive and competitive, at the most, superior to those got by most of the nature-inspired algorithms especially GA, PSO, CS, BBO, WOA, and GSA in all benchmark datasets.
33520590	7823180	To benchmark the efficiency of the developed BHACRW approach, experiments were carried out in three steps.
33520590	7823180	In the first stage of the experiments, the BHACRW was evaluated against 4 benchmark global optimization functions and its performance was compared with the original BHA, and eight other metaheuristic algorithms: ABC, PSO, LFFA, GWO, GSA, CSA, BB-BC, and LBH.
33520590	7823180	In the second stage, seven UCI classification datasets with different characteristics were used to examine the performance of the suggested method for training MLP.
33520590	7823180	The suggested BHACRW method performs better and in some datasets shows comparable results in the term of classification accuracy and convergence, due to its high convergence rate, and high local optima avoidance.
33520590	7823180	In conclusion, the present findings confirm the efficiency of the suggested approach in solving numerical functions and training FNNs for the classification of various datasets.
33520590	7823180	However, there is still improvement needed in coverage speed and performance dependency of the proposed method on datasets.
34573790	8468495	Synthetic COVID-19 healthcare datasets can come to our rescue and have been shown to be useful as proxies for real data [10].
34573790	8468495	Thus, there is a trade-off between resemblance (between synthetic data and real training data) and privacy, similar to the fit vs. robustness trade-off.
34573790	8468495	We demonstrate potential problems with synthetic data fairness using three different synthetic healthcare datasets in prior published research studies [15,16,20]:
34573790	8468495	Case Study 1 examines the fairness of synthetic version of an extract from the popular MIMIC-III dataset designed to duplicate a prior research study [16].
34573790	8468495	Case Study 2 explores the fairness of synthetic sleep data generated for various age-groups and genders on the American Time Use Survey (ATUS) dataset [15].
34573790	8468495	The results demonstrated that the synthetic dataset has significant biases in the representation of females and some racial/ethnic minority subjects for some diagnoses time-series.
34573790	8468495	This article exposes the bias that exists in published synthetic datasets towards certain protected attributes through three case-studies of healthcare datasets.
34573790	8468495	We then highlight the inequities in published synthetically generated datasets using three case-studies.
34573790	8468495	As HealthGAN promises the juxtaposition of utility, resemblance and fairness with recently published work (catering to categorical, binary and temporal data) [20], we focus on the analysis of several available synthetic datasets produced by HealthGAN for this work.
34573790	8468495	A synthetic data set could be unfair even if quality metrics applied to the entire synthetic data set are very good.
34573790	8468495	"Under this rule, the positive outcome prediction of a given subgroup should be at least 80% of the other subgroups to achieve fairness, i.e.,

These probabilities are estimated by frequencies evaluated on training data and the prediction of the ML classifier on the training data."
34573790	8468495	For RCTs,  is estimated from the clinical trial data and  is estimated from surveillance datasets or electronic medical records.
34573790	8468495	We develop two metrics to quantify fairness on three previously published datasets for MIMIC-III, American Time Use Survey (ATUS) and Autism Spectral Disorder (ASD) claims data for different protected attributes such as age, gender, and race.
34573790	8468495	For temporal healthcare datasets, we present the time-series specific log disparity metric.
34573790	8468495	However, even though it might be able to achieve that on the dataset overall, we are interested to know the resemblance and fairness at the subgroup-level.
34573790	8468495	These are quantified for both non-temporal and temporal healthcare datasets.
34573790	8468495	The two metrics enable an outlook on fairness in resemblance for healthcare datasets.
34573790	8468495	For example, to verify that a certain drug works for both men and women, the research study must incorporate both men and women during their trials.
34573790	8468495	For synthetic data generation, we are concerned with the overall protected attribute representation between the real and synthetic datasets.
34573790	8468495	The metric can be used to compare covariate time-series for various subgroups of protected attributes in the dataset.
34573790	8468495	Let us consider a univariate time-series healthcare dataset which consists of protected attributes , unprotected attributes  and temporal attributes .
34573790	8468495	We can stratify this data based on any protected attribute.
34573790	8468495	If a given dataset is not in the above format, it can easily be mapped to this format using the workflow described by Dash et al.
34573790	8468495	If the dataset is not temporal in nature, the temporal variables  would not exist for the particular dataset.
34573790	8468495	Multiparameter Intelligent Monitoring in Intensive Care (MIMIC) is a public dataset that includes de-identified information about patient demographics and ICU stays for patients [41].
34573790	8468495	A synthetic version of the analyzed dataset was created based on MIMIC-III using HealthGAN and the results were duplicated [16].
34573790	8468495	Thus, we use the synthetic and real versions of the MIMIC-III dataset for our analysis here.
34573790	8468495	For example, additional parity fairness constraints regarding violated protected attributes could be incorporated into the data generation model as is common practice in ML-Fairness research.
34573790	8468495	We used the ATUS dataset to look at the average sleep times of various subgroups [15] using the disparate impact metric.
34573790	8468495	As the dataset is temporal, we also applied the time-series log disparity metric.
34573790	8468495	However, the metrics based on representational rates are not sufficient for evaluating time-series healthcare datasets since temporal variables are not captured.
34573790	8468495	Thus, we also applied the time-series log disparity metric on this dataset.
34573790	8468495	The healthcare data are stratified based on the protected attributes (age, gender) and the resultant time-series for real and synthetic datasets are compared using time-series metrics like Pearson’s Correlation Coefficient (PCC) and Directional Symmetry (DS).
34573790	8468495	The age in the dataset is split into bins: 15–24, 25–34, 35–44, 45–54, 55–64, 65–74 and 75+.
34573790	8468495	We can also measure the fairness of the synthetic data based on combination of age-groups with gender in the dataset.
34573790	8468495	However, when we look at the DS metric results, we notice that the synthetic data perform poorly across almost all combinations of age and genders, hinting at its inability to capture the directional trends for protected attributes in this dataset.
34573790	8468495	The real dataset consists of bi-yearly analysis of seven different Comorbid Medical Conditions (CMCs) for each subject.
34573790	8468495	The ASD Prevalence dataset includes records of prevalence of diagnosis for each patient.
34573790	8468495	The time-series of ASD prevalence values for each gender and ethnicity are compared between the real and synthetic health datasets using the time-series log disparity metric applied to each CMC.
34573790	8468495	Figure 6 shows that the correlational fairness between real and synthetic dataset shows signs of bias.
34573790	8468495	This underscores that for while capturing the prevalence of diagnosis in the dataset, the synthetic data over-represent some and under-represent other subgroups.
34573790	8468495	If the exact synthetic dataset is used for any analysis, the resultant may be altered by bias introduced in the synthetic data.
34573790	8468495	We demonstrated the presence of unfairness in synthetically generated healthcare datasets using three case studies:
34573790	8468495	Impact of Race on 30-day Mortality Using MIMIC-III Dataset: Using a very popular medical dataset, MIMIC-III, we found that the synthetic version of the dataset introduced bias across different covariates as identified using the log disparity metric.
34573790	8468495	MIMIC’s popularity in the healthcare research domain makes this insight quite alarming, where someone might use a synthetically generated dataset without realising the hidden bias.
34573790	8468495	Average Sleep Time of Americans based on ATUS Data: On observing the sleep times using the log disparity metric, the synthetic dataset appears to adequately represent all genders and ages with a slight over-representation for males aged 25–34 and under-representation of females aged 75 or older.
34573790	8468495	Co-occurring Comorbidities in ASD Patients’ Claims Dataset: Using time-series log disparity metric on ASD dataset, we found that multivariate time-series are highly complex and synthetic data struggle to capture all time-series trends.
34573790	8468495	Furthermore, during synthetic data generation, the method does not specifically know what are the protected and unprotected attributes in the dataset, and considers them the same.
34573790	8468495	The metric is quite powerful, highlighting stratified groups of individuals in a given dataset which are under or over-represented.
34573790	8468495	Metrics for Temporal Analysis: We introduced a time-series log disparity metric which uses a time-series based metric to measure fairness for temporal synthetic healthcare datasets.
34573790	8468495	The necessity to capture temporal trends of healthcare datasets is highly essential, as health events of an individual are often time-series, each event being a time-point across the life of an individual.
34573790	8468495	From our case studies, we found that temporal datasets are hard for synthetic data generation methods to capture, often leading to unfair representation of certain covariates.
34573790	8468495	We identified that synthetic healthcare datasets had problems which did not appear without adequate measurement.
34573790	8468495	Thus, it is important to realise the utility of any given synthetic dataset.
34573790	8468495	For example, the utility could be the accuracy of a classifier on a testing set.
34573790	8468495	After ensuring subgroup privacy and overall privacy, the resultant dataset could be considered privacy-fair.
34573790	8468495	Fairness metrics can be incorporated into the design of generation methods much like fairness measures are used in ML-fairness research.
34573790	8468495	In the case studies, the resultant datasets try to preserve the proportions of various subgroups of a given feature.
34573790	8468495	The fairness metrics will be evaluated on this dataset, producing the over- and under-representation of certain classes.
34573790	8468495	Thus, development of synthetic data generation methods must incorporate fairness metrics to generate more robust and representative data.
34573790	8468495	For the identification of fairness across covariates, we leveraged three published synthetic datasets from the healthcare domain with both real and synthetic versions.
34573790	8468495	Impact of Race on 30-day mortality using MIMIC-III Dataset: MIMIC is a large, publicly accessible (with proper approvals) dataset that includes information about patients from Beth Israel Deaconess Medical Center in Boston, Massachusetts.
34573790	8468495	The dataset is available in different versions.
34573790	8468495	MIMIC-III is an extension to this dataset which includes ICU stay details of over 40,000 patients from the year 2001 to 2012.
34573790	8468495	In [21], the authors used MIMIC-II to create a dataset for understanding the impact of race on 30-day mortality.
34573790	8468495	[16] leveraged the idea to create a similar dataset using MIMIC-III as well as created a synthetic version using HealthGAN.
34573790	8468495	The dataset includes three protected attributes: race (White, Black, Asian, Unknown and Other), gender (Male and Female) and age (≤45, 46–65, 66–80, 81+) along with the outcome variable of 30-day mortality: alive (0) and dead (1).
34573790	8468495	[15] derived a time series of data set of minutes of sleep times per hour for each subject and created a synthetic version using HealthGAN.
34573790	8468495	The dataset consists of over 30,000 individuals summarized using covariates of: gender (Male and Female), age-groups (15–24, 25–34, 35–44, 45–54, 55–64, 65–74 and 75+) and day of the week and month collected.
34573790	8468495	The dataset includes children identified with ASD and controls.
34573790	8468495	For our analysis, we used the synthetic and real datasets generated based on the prevalence of various diagnosis.
34573790	8468495	Additional synthetic and real datasets exist based on the counts of CMCs occuring at each time set but we exclude this additional for brevity.
34573790	8468495	The synthetic datasets for the three different datasets were based on HealthGAN, which is a GAN based on Wasserstein GAN with gradient penalty in prior studies.
34573790	8468495	The synthetic versions of some datasets and the real ATUS dataset are available in another repository.
34573790	8468495	The real MIMIC and ASD datasets are only accessible via permission of the original owners, thus, we cannot release them.
